user_id,signup_date,acquisition_channel,region,age_group,gender,plan_type,is_active
USR_00746,2023-12-04,Google_Search,East,55+,Male,Pro Plan,1
USR_00747,2023-02-17,Google_Search,West,25-34,Other,Pro Plan,0
USR_00748,2023-03-24,Meta_Facebook,East,55+,Male,Pro Plan,1
USR_00749,2023-03-02,Email,East,35-44,Male,Basic Plan,1
USR_00750,2023-10-02,Google_Search,Central,35-44,Male,Pro Plan,0
USR_00751,2023-08-28,Organic,West,55+,Other,Pro Plan,1
USR_00752,2023-02-22,TikTok,Central,35-44,Female,Pro Plan,1
USR_00753,2023-10-18,Email,East,25-34,Other,One-Time Purchase,1
USR_00754,2023-08-08,Meta_Facebook,East,25-34,Male,Basic Plan,1
USR_00755,2023-06-14,Meta_Facebook,Central,45-54,Male,One-Time Purchase,1
USR_00756,2023-11-08,Google_Search,Central,35-44,Male,One-Time Purchase,1
USR_00757,2023-09-13,Google_Search,East,18-24,Male,Basic Plan,1
USR_00758,2023-05-26,Meta_Facebook,West,45-54,Female,Basic Plan,1
USR_00759,2023-02-18,Organic,East,25-34,Male,Enterprise Plan,1
USR_00760,2023-11-13,Google_Search,North,45-54,Female,Basic Plan,1
USR_00761,2023-01-27,Email,North,55+,Other,Basic Plan,1
USR_00762,2023-07-14,Email,South,25-34,Other,One-Time Purchase,0
USR_00763,2023-12-09,Google_Search,Central,25-34,Male,One-Time Purchase,1
USR_00764,2023-05-05,Meta_Facebook,North,25-34,Female,One-Time Purchase,1
USR_00765,2023-04-07,Organic,North,35-44,Male,Pro Plan,0
USR_00766,2023-12-02,Meta_Facebook,Central,18-24,Male,Pro Plan,1
USR_00767,2023-12-18,Email,Central,25-34,Female,Pro Plan,1
USR_00768,2023-09-29,Organic,East,18-24,Female,Basic Plan,1
USR_00769,2023-11-01,Email,Central,35-44,Female,One-Time Purchase,1
USR_00770,2023-05-22,Meta_Facebook,Central,55+,Female,One-Time Purchase,1
USR_00771,2023-12-19,Meta_Facebook,South,55+,Female,Basic Plan,1
USR_00772,2023-08-08,Email,North,35-44,Male,Enterprise Plan,1
USR_00773,2023-09-26,TikTok,South,35-44,Female,Basic Plan,0
USR_00774,2023-10-07,Email,West,35-44,Male,Enterprise Plan,1
USR_00775,2023-12-06,TikTok,West,55+,Other,Enterprise Plan,1
USR_00776,2023-04-23,Meta_Facebook,East,35-44,Female,Basic Plan,1
USR_00777,2023-12-14,TikTok,West,25-34,Female,Enterprise Plan,1
USR_00778,2023-03-04,Organic,West,55+,Male,Enterprise Plan,0
USR_00779,2023-01-01,Google_Search,East,55+,Male,Enterprise Plan,1
USR_00780,2024-01-01,Email,South,25-34,Other,One-Time Purchase,1
USR_00781,2023-02-20,Email,East,18-24,Female,Pro Plan,1
USR_00782,2023-04-13,Email,South,35-44,Other,Pro Plan,1
USR_00783,2023-06-10,TikTok,East,18-24,Other,Enterprise Plan,0
USR_00784,2023-01-14,Organic,North,18-24,Female,Enterprise Plan,0
USR_00785,2023-10-17,Email,North,35-44,Female,Pro Plan,0
USR_00786,2023-02-13,Google_Search,East,18-24,Female,Enterprise Plan,0
USR_00787,2023-03-04,TikTok,Central,25-34,Male,Pro Plan,1
USR_00788,2023-03-11,Meta_Facebook,South,35-44,Female,Enterprise Plan,1
USR_00789,2023-02-28,Google_Search,North,18-24,Female,Basic Plan,1
USR_00790,2023-05-01,TikTok,East,45-54,Male,Basic Plan,1
USR_00791,2023-12-03,Meta_Facebook,South,55+,Other,One-Time Purchase,1
USR_00792,2023-08-06,Meta_Facebook,North,45-54,Male,One-Time Purchase,1
USR_00793,2023-02-02,Meta_Facebook,South,25-34,Male,Enterprise Plan,1
USR_00794,2023-02-04,Organic,West,45-54,Female,Pro Plan,1
USR_00795,2023-02-04,Google_Search,North,35-44,Male,Pro Plan,1
USR_00796,2023-03-31,Organic,West,25-34,Male,Basic Plan,1
USR_00797,2023-02-25,Organic,West,55+,Other,Pro Plan,0
USR_00798,2023-11-19,Google_Search,South,55+,Female,Pro Plan,0
USR_00799,2023-10-18,TikTok,North,55+,Female,Pro Plan,0
USR_00800,2023-10-14,Meta_Facebook,North,18-24,Female,One-Time Purchase,1
USR_00801,2023-06-02,Google_Search,North,25-34,Other,Pro Plan,0
USR_00802,2023-05-29,Email,West,18-24,Other,Basic Plan,1
USR_00803,2023-09-23,TikTok,Central,55+,Male,One-Time Purchase,1
USR_00804,2023-12-06,Google_Search,South,18-24,Male,Basic Plan,1
USR_00805,2023-09-03,Meta_Facebook,East,45-54,Other,Basic Plan,1
USR_00806,2023-06-29,Organic,West,18-24,Other,Pro Plan,1
USR_00807,2023-07-14,Google_Search,Central,55+,Male,Basic Plan,0
USR_00808,2023-10-09,Meta_Facebook,North,55+,Other,Basic Plan,1
USR_00809,2023-10-02,TikTok,North,55+,Other,Pro Plan,1
USR_00810,2023-08-13,Meta_Facebook,East,18-24,Female,Enterprise Plan,0
USR_00811,2023-03-08,TikTok,West,18-24,Female,Basic Plan,1
USR_00812,2023-10-10,Email,South,55+,Other,Enterprise Plan,1
USR_00813,2023-12-28,TikTok,West,45-54,Other,Basic Plan,0
USR_00814,2023-12-24,Organic,West,55+,Other,Basic Plan,1
USR_00815,2023-01-10,Organic,West,18-24,Other,Basic Plan,1
USR_00816,2023-05-15,TikTok,South,45-54,Other,Enterprise Plan,1
USR_00817,2023-01-30,Google_Search,Central,35-44,Other,Enterprise Plan,1
USR_00818,2023-09-23,Email,South,55+,Female,One-Time Purchase,1
USR_00819,2023-05-21,Google_Search,South,45-54,Other,Enterprise Plan,1
USR_00820,2023-06-14,Email,South,45-54,Female,One-Time Purchase,1
USR_00821,2023-02-02,Organic,South,55+,Male,Enterprise Plan,1
USR_00822,2023-10-24,Email,North,45-54,Male,Basic Plan,0
USR_00823,2023-09-19,Google_Search,South,25-34,Male,Enterprise Plan,1
USR_00824,2023-03-15,Google_Search,East,35-44,Female,Enterprise Plan,1
USR_00825,2023-03-24,Email,North,25-34,Female,Pro Plan,1
USR_00826,2023-09-19,TikTok,Central,35-44,Female,Pro Plan,1
USR_00827,2023-08-03,TikTok,North,18-24,Female,One-Time Purchase,1
USR_00828,2023-05-18,Meta_Facebook,Central,18-24,Other,Pro Plan,1
USR_00829,2023-03-01,Meta_Facebook,West,18-24,Female,Enterprise Plan,0
USR_00830,2023-11-06,Meta_Facebook,West,55+,Other,Pro Plan,1
USR_00831,2023-12-07,Meta_Facebook,Central,18-24,Other,Enterprise Plan,1
USR_00832,2023-01-08,Meta_Facebook,North,35-44,Female,Enterprise Plan,1
USR_00833,2023-08-12,Email,West,45-54,Female,Pro Plan,1
USR_00834,2023-02-19,Meta_Facebook,East,35-44,Female,Enterprise Plan,0
USR_00835,2023-08-07,Email,East,35-44,Other,Enterprise Plan,1
USR_00836,2023-01-21,TikTok,Central,45-54,Female,Basic Plan,0
USR_00837,2023-10-20,Organic,West,45-54,Female,One-Time Purchase,1
USR_00838,2023-02-10,Meta_Facebook,North,55+,Female,Pro Plan,0
USR_00839,2023-02-07,Email,North,18-24,Male,Basic Plan,0
USR_00840,2023-11-17,Google_Search,North,35-44,Female,Pro Plan,0
USR_00841,2023-09-09,TikTok,Central,18-24,Female,Pro Plan,1
USR_00842,2023-05-01,Email,West,45-54,Male,Enterprise Plan,1
USR_00843,2023-07-20,TikTok,East,25-34,Male,Enterprise Plan,1
USR_00844,2023-06-16,Meta_Facebook,West,45-54,Male,Pro Plan,1
USR_00845,2023-12-27,Meta_Facebook,West,18-24,Other,One-Time Purchase,1
USR_00846,2023-08-15,Organic,West,25-34,Female,Basic Plan,1
USR_00847,2023-06-07,Organic,West,45-54,Female,Pro Plan,1
USR_00848,2023-06-20,Email,Central,25-34,Female,Basic Plan,0
USR_00849,2023-07-22,Meta_Facebook,East,45-54,Male,Enterprise Plan,1
USR_00850,2023-01-19,Google_Search,Central,25-34,Male,One-Time Purchase,0
USR_00851,2023-12-02,Organic,South,45-54,Other,Basic Plan,0
USR_00852,2023-06-09,Email,West,18-24,Other,Enterprise Plan,1
USR_00853,2023-12-02,TikTok,West,45-54,Male,Enterprise Plan,1
USR_00854,2024-01-01,Google_Search,West,35-44,Other,Basic Plan,0
USR_00855,2023-11-26,Email,East,25-34,Male,Basic Plan,1
USR_00856,2023-01-31,Organic,East,25-34,Female,Enterprise Plan,1
USR_00857,2023-01-03,Email,South,25-34,Female,One-Time Purchase,1
USR_00858,2023-09-21,TikTok,North,35-44,Female,One-Time Purchase,1
USR_00859,2023-08-06,Organic,South,18-24,Female,Pro Plan,1
USR_00860,2023-11-11,Email,Central,55+,Male,One-Time Purchase,1
USR_00861,2023-06-19,Google_Search,North,55+,Other,Pro Plan,1
USR_00862,2023-04-09,Email,East,55+,Female,Enterprise Plan,0
USR_00863,2023-04-14,Google_Search,Central,45-54,Male,Basic Plan,0
USR_00864,2023-08-31,Meta_Facebook,South,25-34,Female,Pro Plan,0
USR_00865,2023-03-17,Meta_Facebook,South,18-24,Female,Basic Plan,1
USR_00866,2023-07-13,Organic,West,18-24,Male,Enterprise Plan,1
USR_00867,2023-03-27,Email,South,25-34,Other,One-Time Purchase,1
USR_00868,2023-11-30,Email,South,18-24,Male,Enterprise Plan,1
USR_00869,2023-08-06,Meta_Facebook,Central,55+,Male,One-Time Purchase,1
USR_00870,2023-09-15,Google_Search,Central,25-34,Female,Basic Plan,1
USR_00871,2023-12-27,Email,East,55+,Female,Basic Plan,1
USR_00872,2023-08-21,Organic,South,18-24,Female,Basic Plan,1
USR_00873,2023-04-01,Meta_Facebook,North,18-24,Female,Basic Plan,0
USR_00874,2023-12-07,Organic,West,35-44,Female,Basic Plan,0
USR_00875,2023-05-17,Google_Search,South,45-54,Male,Basic Plan,0
USR_00876,2023-12-23,Google_Search,Central,25-34,Female,Basic Plan,1
USR_00877,2023-05-07,Email,South,55+,Other,Enterprise Plan,0
USR_00878,2023-05-13,Organic,East,25-34,Male,One-Time Purchase,1
USR_00879,2023-10-03,TikTok,South,25-34,Female,Enterprise Plan,1
USR_00880,2023-06-15,Email,Central,45-54,Male,Basic Plan,1
USR_00881,2023-12-22,Organic,West,25-34,Male,Pro Plan,1
USR_00882,2023-06-03,Google_Search,South,18-24,Male,One-Time Purchase,1
USR_00883,2023-04-12,TikTok,South,35-44,Male,Enterprise Plan,1
USR_00884,2023-08-23,Organic,South,45-54,Other,Basic Plan,0
USR_00885,2023-07-21,Meta_Facebook,West,45-54,Male,One-Time Purchase,1
USR_00886,2023-03-10,Organic,East,35-44,Male,One-Time Purchase,1
USR_00887,2023-10-28,Google_Search,South,55+,Other,Pro Plan,1
USR_00888,2023-07-23,Google_Search,South,35-44,Male,One-Time Purchase,1
USR_00889,2023-02-24,Organic,North,55+,Male,Basic Plan,1
USR_00890,2023-01-28,Email,West,18-24,Female,Basic Plan,0
USR_00891,2023-10-01,Email,North,45-54,Male,One-Time Purchase,1
USR_00892,2023-01-26,TikTok,East,25-34,Male,One-Time Purchase,1
USR_00893,2023-11-02,Google_Search,East,45-54,Other,One-Time Purchase,1
USR_00894,2023-03-06,Meta_Facebook,West,35-44,Female,Enterprise Plan,1
USR_00895,2023-09-26,TikTok,West,55+,Other,Basic Plan,0
USR_00896,2023-11-23,Google_Search,West,25-34,Female,Enterprise Plan,1
USR_00897,2023-03-01,Meta_Facebook,Central,35-44,Male,Enterprise Plan,0
USR_00898,2023-11-03,Email,North,45-54,Other,Pro Plan,1
USR_00899,2023-10-13,Google_Search,East,55+,Female,Enterprise Plan,1
USR_00900,2023-11-20,Organic,Central,35-44,Male,Basic Plan,1
USR_00901,2023-08-20,Organic,North,25-34,Male,Pro Plan,1
USR_00902,2023-05-26,TikTok,West,55+,Male,One-Time Purchase,1
USR_00903,2023-07-25,TikTok,West,55+,Other,Pro Plan,0
USR_00904,2023-12-07,Email,Central,25-34,Other,Pro Plan,1
USR_00905,2023-08-19,Meta_Facebook,South,25-34,Female,Enterprise Plan,1
USR_00906,2023-02-20,Organic,Central,45-54,Male,One-Time Purchase,1
USR_00907,2023-03-27,TikTok,West,35-44,Male,Enterprise Plan,1
USR_00908,2023-04-09,Meta_Facebook,West,18-24,Male,Pro Plan,1
USR_00909,2023-05-04,Meta_Facebook,West,25-34,Female,Enterprise Plan,0
USR_00910,2023-07-17,Google_Search,West,55+,Male,Basic Plan,1
USR_00911,2023-10-24,Google_Search,South,18-24,Other,One-Time Purchase,1
USR_00912,2023-05-14,Email,East,55+,Female,Enterprise Plan,1
USR_00913,2023-03-13,Meta_Facebook,Central,45-54,Male,Basic Plan,1
USR_00914,2023-03-21,Meta_Facebook,South,35-44,Female,One-Time Purchase,1
USR_00915,2023-11-13,Meta_Facebook,East,55+,Other,Enterprise Plan,1
USR_00916,2023-09-04,Meta_Facebook,West,18-24,Other,Basic Plan,1
USR_00917,2023-04-14,Email,North,35-44,Female,Basic Plan,1
USR_00918,2023-10-03,Google_Search,North,35-44,Other,Pro Plan,0
USR_00919,2023-01-27,Email,North,45-54,Other,One-Time Purchase,1
USR_00920,2023-02-27,Organic,South,35-44,Male,Basic Plan,1
USR_00921,2023-06-18,TikTok,West,25-34,Female,Enterprise Plan,1
USR_00922,2023-09-15,Email,West,35-44,Male,Pro Plan,1
USR_00923,2023-08-15,Email,Central,18-24,Other,Pro Plan,1
USR_00924,2023-06-15,Meta_Facebook,South,18-24,Other,Pro Plan,1
USR_00925,2023-08-31,TikTok,West,35-44,Male,Pro Plan,1
USR_00926,2023-07-21,Organic,North,18-24,Other,Basic Plan,1
USR_00927,2023-01-10,Meta_Facebook,South,25-34,Female,Enterprise Plan,1
USR_00928,2023-01-24,Organic,West,45-54,Other,Enterprise Plan,1
USR_00929,2023-02-07,Email,West,35-44,Female,Pro Plan,0
USR_00930,2023-12-20,Google_Search,South,18-24,Other,Enterprise Plan,1
USR_00931,2023-12-13,Email,East,45-54,Male,Pro Plan,1
USR_00932,2023-09-07,Google_Search,Central,18-24,Female,Enterprise Plan,0
USR_00933,2023-06-17,TikTok,West,18-24,Female,Enterprise Plan,0
USR_00934,2023-02-27,TikTok,South,55+,Male,One-Time Purchase,1
USR_00935,2023-08-27,Organic,South,18-24,Male,Basic Plan,1
USR_00936,2023-08-10,Google_Search,West,35-44,Female,Basic Plan,0
USR_00937,2023-12-01,Meta_Facebook,Central,35-44,Female,Pro Plan,0
USR_00938,2023-04-28,Meta_Facebook,South,25-34,Male,Pro Plan,0
USR_00939,2023-08-17,Organic,West,35-44,Other,Pro Plan,0
USR_00940,2023-09-17,TikTok,Central,55+,Female,Pro Plan,1
USR_00941,2023-07-04,Organic,East,45-54,Other,One-Time Purchase,1
USR_00942,2023-02-21,Email,East,18-24,Male,Basic Plan,1
USR_00943,2023-07-19,Organic,North,45-54,Female,Enterprise Plan,1
USR_00944,2023-04-18,Email,East,55+,Other,Pro Plan,0
USR_00945,2023-07-11,Email,Central,18-24,Other,Basic Plan,1
USR_00946,2023-03-15,Organic,North,25-34,Other,Pro Plan,1
USR_00947,2023-11-05,Google_Search,East,25-34,Female,One-Time Purchase,1
USR_00948,2023-07-26,Email,Central,18-24,Male,Pro Plan,0
USR_00949,2023-05-17,Meta_Facebook,East,35-44,Male,Enterprise Plan,1
USR_00950,2023-04-12,Meta_Facebook,North,45-54,Male,Basic Plan,1
USR_00951,2023-04-20,Organic,Central,25-34,Female,One-Time Purchase,0
USR_00952,2023-12-09,Email,Central,35-44,Male,Basic Plan,1
USR_00953,2023-07-01,TikTok,Central,55+,Male,Basic Plan,1
USR_00954,2023-05-23,Google_Search,West,45-54,Female,One-Time Purchase,1
USR_00955,2023-05-05,Organic,South,18-24,Other,One-Time Purchase,1
USR_00956,2023-03-19,Meta_Facebook,West,18-24,Male,Enterprise Plan,0
USR_00957,2023-02-06,Email,East,35-44,Female,One-Time Purchase,0
USR_00958,2023-08-27,Organic,Central,18-24,Male,One-Time Purchase,1
USR_00959,2023-11-05,TikTok,East,25-34,Female,One-Time Purchase,1
USR_00960,2023-08-03,Email,East,45-54,Female,Basic Plan,1
USR_00961,2023-09-07,TikTok,Central,18-24,Female,One-Time Purchase,0
USR_00962,2023-03-02,Meta_Facebook,East,35-44,Other,One-Time Purchase,0
USR_00963,2023-10-21,TikTok,North,45-54,Other,One-Time Purchase,1
USR_00964,2023-05-10,Email,East,55+,Female,Pro Plan,1
USR_00965,2023-03-30,Organic,North,55+,Female,Enterprise Plan,1
USR_00966,2023-02-21,Google_Search,West,45-54,Male,One-Time Purchase,1
USR_00967,2023-10-03,Meta_Facebook,West,45-54,Male,Pro Plan,1
USR_00968,2023-03-16,Email,Central,18-24,Female,One-Time Purchase,0
USR_00969,2023-02-12,Email,South,18-24,Male,Basic Plan,0
USR_00970,2023-08-01,TikTok,Central,45-54,Male,One-Time Purchase,0
USR_00971,2023-07-18,Email,East,35-44,Other,One-Time Purchase,1
USR_00972,2023-12-26,TikTok,South,55+,Male,Enterprise Plan,1
USR_00973,2023-01-30,Email,West,18-24,Female,Basic Plan,1
USR_00974,2023-04-21,Organic,East,18-24,Male,Enterprise Plan,0
USR_00975,2023-10-28,Email,North,18-24,Other,Enterprise Plan,0
USR_00976,2023-09-29,Organic,South,18-24,Male,Pro Plan,1
USR_00977,2023-09-11,Google_Search,East,55+,Male,Basic Plan,1
USR_00978,2023-07-15,Organic,South,18-24,Female,Pro Plan,1
USR_00979,2023-09-13,Google_Search,South,35-44,Male,One-Time Purchase,1
USR_00980,2023-06-06,Google_Search,Central,35-44,Other,Basic Plan,0
USR_00981,2023-02-25,Email,South,45-54,Female,Basic Plan,1
USR_00982,2023-12-04,TikTok,West,25-34,Male,Basic Plan,1
USR_00983,2023-09-03,TikTok,North,55+,Other,Enterprise Plan,0
USR_00984,2023-05-30,Organic,West,35-44,Female,One-Time Purchase,1
USR_00985,2023-11-09,Organic,East,25-34,Other,Enterprise Plan,1
USR_00986,2023-06-30,TikTok,North,45-54,Other,Pro Plan,1
USR_00987,2023-10-20,TikTok,North,25-34,Other,One-Time Purchase,1
USR_00988,2023-01-03,Meta_Facebook,East,35-44,Male,One-Time Purchase,1
USR_00989,2023-11-17,Email,South,18-24,Female,One-Time Purchase,1
USR_00990,2023-07-22,Google_Search,West,45-54,Other,Pro Plan,0
USR_00991,2023-03-03,Organic,South,35-44,Male,One-Time Purchase,0
USR_00992,2023-12-22,Google_Search,South,18-24,Other,Enterprise Plan,0
USR_00993,2023-09-15,Meta_Facebook,South,45-54,Male,Basic Plan,1
USR_00994,2023-09-16,Google_Search,South,45-54,Male,Pro Plan,1
USR_00995,2023-06-12,Google_Search,North,45-54,Other,One-Time Purchase,1
USR_00996,2023-06-14,Email,North,35-44,Other,Basic Plan,0
USR_00997,2023-07-17,Email,Central,25-34,Male,One-Time Purchase,1
USR_00998,2023-01-11,Organic,East,55+,Female,Basic Plan,1
USR_00999,2023-08-16,Organic,West,25-34,Other,Enterprise Plan,1
USR_01000,2023-11-16,Organic,North,45-54,Other,Pro Plan,0
USR_01001,2023-08-28,Meta_Facebook,South,55+,Female,Enterprise Plan,1
USR_01002,2023-12-13,Google_Search,North,35-44,Other,Basic Plan,1
USR_01003,2023-07-02,Meta_Facebook,South,25-34,Female,Enterprise Plan,1
USR_01004,2023-08-17,Organic,East,18-24,Female,Enterprise Plan,0
USR_01005,2023-05-08,Google_Search,South,45-54,Male,Basic Plan,0
USR_01006,2023-07-09,Google_Search,South,18-24,Female,Enterprise Plan,1
USR_01007,2023-06-14,Email,North,55+,Other,One-Time Purchase,1
USR_01008,2023-04-09,TikTok,East,45-54,Male,One-Time Purchase,1
USR_01009,2023-05-03,Email,East,45-54,Other,One-Time Purchase,1
USR_01010,2023-06-20,TikTok,North,18-24,Other,Basic Plan,1
USR_01011,2023-07-14,Organic,North,45-54,Male,One-Time Purchase,1
USR_01012,2023-03-09,Email,East,18-24,Female,One-Time Purchase,1
USR_01013,2023-06-13,TikTok,North,35-44,Female,Pro Plan,0
USR_01014,2023-04-01,Email,North,35-44,Female,Pro Plan,1
USR_01015,2023-06-24,TikTok,North,55+,Other,One-Time Purchase,0
USR_01016,2023-01-29,Meta_Facebook,South,18-24,Male,Pro Plan,1
USR_01017,2023-09-01,Meta_Facebook,West,35-44,Female,One-Time Purchase,0
USR_01018,2023-04-07,Google_Search,North,18-24,Male,Pro Plan,1
USR_01019,2023-06-01,TikTok,West,35-44,Other,Pro Plan,1
USR_01020,2023-01-31,TikTok,West,45-54,Other,One-Time Purchase,1
USR_01021,2023-07-05,TikTok,North,55+,Female,Enterprise Plan,0
USR_01022,2023-08-26,Organic,South,55+,Male,One-Time Purchase,1
USR_01023,2023-11-20,Meta_Facebook,West,35-44,Male,Basic Plan,1
USR_01024,2023-04-22,Google_Search,North,35-44,Male,One-Time Purchase,1
USR_01025,2023-09-13,Organic,West,45-54,Male,One-Time Purchase,1
USR_01026,2023-12-28,Organic,Central,18-24,Other,Pro Plan,1
USR_01027,2023-03-04,TikTok,South,18-24,Other,Enterprise Plan,1
USR_01028,2023-02-02,Google_Search,West,18-24,Female,One-Time Purchase,0
USR_01029,2023-09-01,Email,Central,18-24,Female,Enterprise Plan,1
USR_01030,2023-04-28,TikTok,Central,55+,Female,Pro Plan,1
USR_01031,2023-07-16,Meta_Facebook,Central,55+,Female,Basic Plan,1
USR_01032,2023-01-31,Organic,South,55+,Other,Basic Plan,1
USR_01033,2023-06-13,Organic,East,25-34,Male,Pro Plan,1
USR_01034,2023-04-10,TikTok,Central,18-24,Male,Pro Plan,1
USR_01035,2023-11-01,Organic,East,25-34,Other,Enterprise Plan,1
USR_01036,2023-06-17,TikTok,West,45-54,Other,Pro Plan,1
USR_01037,2023-11-27,Email,West,55+,Female,Enterprise Plan,0
USR_01038,2023-10-19,Google_Search,Central,25-34,Male,Pro Plan,1
USR_01039,2023-02-22,TikTok,South,18-24,Male,Basic Plan,1
USR_01040,2023-07-22,Meta_Facebook,Central,35-44,Other,Pro Plan,1
USR_01041,2023-01-22,Google_Search,South,45-54,Other,Pro Plan,0
USR_01042,2023-01-21,Meta_Facebook,Central,25-34,Other,Pro Plan,0
USR_01043,2023-12-26,Google_Search,Central,35-44,Female,Pro Plan,0
USR_01044,2023-05-25,Email,Central,18-24,Other,One-Time Purchase,1
USR_01045,2023-08-17,TikTok,Central,25-34,Male,Pro Plan,1
USR_01046,2023-06-08,Google_Search,South,25-34,Male,Enterprise Plan,0
USR_01047,2023-12-08,Meta_Facebook,North,25-34,Male,Basic Plan,0
USR_01048,2023-06-05,Organic,West,35-44,Male,Basic Plan,0
USR_01049,2023-07-10,Google_Search,East,45-54,Male,Basic Plan,1
USR_01050,2023-09-01,Meta_Facebook,North,18-24,Male,Basic Plan,1
USR_01051,2023-12-21,Meta_Facebook,South,45-54,Female,One-Time Purchase,1
USR_01052,2023-07-31,Meta_Facebook,North,45-54,Other,Basic Plan,1
USR_01053,2023-09-03,Meta_Facebook,East,45-54,Other,Enterprise Plan,1
USR_01054,2023-08-18,Google_Search,North,35-44,Other,One-Time Purchase,1
USR_01055,2023-03-31,TikTok,West,45-54,Female,One-Time Purchase,0
USR_01056,2023-07-28,Email,West,35-44,Male,Enterprise Plan,1
USR_01057,2023-03-16,TikTok,East,25-34,Male,Pro Plan,1
USR_01058,2023-04-27,Email,West,55+,Other,Enterprise Plan,1
USR_01059,2023-07-21,Meta_Facebook,Central,25-34,Female,One-Time Purchase,1
USR_01060,2023-10-05,Google_Search,South,55+,Male,Basic Plan,0
USR_01061,2023-12-15,Google_Search,North,45-54,Male,One-Time Purchase,1
USR_01062,2023-09-02,TikTok,Central,45-54,Other,One-Time Purchase,1
USR_01063,2023-01-16,Email,West,45-54,Other,Basic Plan,1
USR_01064,2023-07-14,Google_Search,West,55+,Other,One-Time Purchase,1
USR_01065,2023-08-21,Organic,East,25-34,Male,One-Time Purchase,1
USR_01066,2023-08-16,Google_Search,Central,25-34,Other,One-Time Purchase,0
USR_01067,2023-01-21,Email,Central,35-44,Female,One-Time Purchase,1
USR_01068,2023-01-23,Email,South,55+,Female,Enterprise Plan,1
USR_01069,2023-12-25,Google_Search,North,45-54,Other,Pro Plan,0
USR_01070,2023-08-03,Organic,North,55+,Male,One-Time Purchase,1
USR_01071,2023-05-15,Organic,North,18-24,Female,One-Time Purchase,1
USR_01072,2023-05-17,TikTok,Central,25-34,Male,Enterprise Plan,0
USR_01073,2023-09-03,Meta_Facebook,South,35-44,Male,One-Time Purchase,1
USR_01074,2023-10-05,Google_Search,South,35-44,Other,Pro Plan,0
USR_01075,2023-05-07,Organic,East,45-54,Male,Enterprise Plan,1
USR_01076,2023-09-18,Organic,South,35-44,Other,Enterprise Plan,1
USR_01077,2023-11-06,Email,East,55+,Other,One-Time Purchase,1
USR_01078,2023-11-06,TikTok,Central,45-54,Other,One-Time Purchase,1
USR_01079,2023-06-10,Email,South,45-54,Other,Enterprise Plan,0
USR_01080,2023-05-23,Email,Central,55+,Male,Pro Plan,1
USR_01081,2023-03-30,Google_Search,East,35-44,Other,Pro Plan,1
USR_01082,2023-09-12,Email,South,25-34,Male,One-Time Purchase,1
USR_01083,2023-05-22,TikTok,Central,45-54,Male,Pro Plan,0
USR_01084,2023-03-07,Google_Search,West,25-34,Male,Basic Plan,0
USR_01085,2023-05-17,TikTok,East,25-34,Other,Pro Plan,0
USR_01086,2023-07-16,Meta_Facebook,Central,45-54,Other,Pro Plan,1
USR_01087,2023-09-06,Google_Search,North,25-34,Male,One-Time Purchase,1
USR_01088,2023-05-24,Google_Search,North,35-44,Other,Enterprise Plan,1
USR_01089,2023-01-11,Organic,Central,18-24,Other,One-Time Purchase,1
USR_01090,2023-12-24,Organic,South,25-34,Other,Pro Plan,1
USR_01091,2023-04-29,Organic,Central,35-44,Other,Basic Plan,0
USR_01092,2023-08-17,Organic,North,45-54,Male,Enterprise Plan,0
USR_01093,2023-01-19,Organic,East,55+,Male,Pro Plan,1
USR_01094,2023-12-23,TikTok,North,45-54,Other,Basic Plan,1
USR_01095,2023-04-01,Email,Central,35-44,Male,One-Time Purchase,1
USR_01096,2023-02-04,Google_Search,East,35-44,Other,Basic Plan,0
USR_01097,2023-01-11,TikTok,Central,35-44,Other,One-Time Purchase,1
USR_01098,2023-03-09,Meta_Facebook,Central,18-24,Male,Enterprise Plan,0
USR_01099,2023-03-24,TikTok,North,25-34,Female,One-Time Purchase,0
USR_01100,2023-07-22,TikTok,Central,18-24,Male,One-Time Purchase,0
USR_01101,2023-07-27,Email,Central,25-34,Female,Pro Plan,0
USR_01102,2023-11-23,Meta_Facebook,West,45-54,Female,Enterprise Plan,1
USR_01103,2023-06-01,Email,North,18-24,Male,One-Time Purchase,1
USR_01104,2023-06-21,TikTok,West,55+,Female,Enterprise Plan,1
USR_01105,2023-10-08,TikTok,Central,25-34,Male,Pro Plan,1
USR_01106,2023-11-22,Email,South,18-24,Other,Pro Plan,1
USR_01107,2023-01-01,Google_Search,South,35-44,Female,Enterprise Plan,1
USR_01108,2023-03-26,Organic,North,18-24,Other,One-Time Purchase,1
USR_01109,2023-05-13,TikTok,Central,55+,Male,Enterprise Plan,1
USR_01110,2023-06-18,TikTok,East,55+,Male,One-Time Purchase,0
USR_01111,2023-10-12,Meta_Facebook,South,25-34,Male,One-Time Purchase,1
USR_01112,2023-08-10,Meta_Facebook,West,18-24,Female,Basic Plan,1
USR_01113,2023-05-01,Email,South,18-24,Male,Enterprise Plan,0
USR_01114,2023-02-17,Meta_Facebook,North,25-34,Other,One-Time Purchase,0
USR_01115,2023-12-14,Email,Central,35-44,Female,Basic Plan,1
USR_01116,2023-02-12,Google_Search,Central,25-34,Male,Pro Plan,1
USR_01117,2023-02-25,Email,Central,45-54,Male,Basic Plan,1
USR_01118,2023-05-14,Meta_Facebook,Central,18-24,Other,One-Time Purchase,0
