user_id,total_revenue,total_orders,average_order_value,purchase_frequency,CLTV
USR_01453,3816.75,2,1908.38,2,3816.76
USR_01455,2887.49,1,2887.49,1,2887.49
USR_01456,3270.87,2,1635.44,2,3270.88
USR_01457,3890.92,3,1296.97,3,3890.91
USR_01458,8675.09,1,8675.09,1,8675.09
USR_01459,1531.2,1,1531.2,1,1531.2
USR_01460,1802.54,1,1802.54,1,1802.54
USR_01461,5057.72,1,5057.72,1,5057.72
USR_01462,805.04,1,805.04,1,805.04
USR_01463,13759.119999999999,2,6879.56,2,13759.12
USR_01464,534.67,1,534.67,1,534.67
USR_01465,16435.91,2,8217.96,2,16435.92
USR_01466,8143.200000000001,2,4071.6,2,8143.2
USR_01469,6274.13,2,3137.06,2,6274.12
USR_01470,651.82,1,651.82,1,651.82
USR_01471,1020.09,1,1020.09,1,1020.09
USR_01472,5081.31,2,2540.66,2,5081.32
USR_01473,672.92,1,672.92,1,672.92
USR_01474,2808.45,1,2808.45,1,2808.45
USR_01475,4382.37,2,2191.18,2,4382.36
USR_01476,1820.74,1,1820.74,1,1820.74
USR_01477,499.41,1,499.41,1,499.41
USR_01480,927.15,1,927.15,1,927.15
USR_01482,6748.72,1,6748.72,1,6748.72
USR_01483,2808.17,1,2808.17,1,2808.17
USR_01485,1559.15,1,1559.15,1,1559.15
USR_01488,6449.08,1,6449.08,1,6449.08
USR_01489,9823.26,1,9823.26,1,9823.26
USR_01490,2602.19,2,1301.1,2,2602.2
USR_01491,663.94,1,663.94,1,663.94
USR_01492,9574.99,1,9574.99,1,9574.99
USR_01493,1524.93,1,1524.93,1,1524.93
USR_01494,2408.48,1,2408.48,1,2408.48
USR_01495,1218.5,2,609.25,2,1218.5
USR_01496,687.91,1,687.91,1,687.91
USR_01497,3909.16,1,3909.16,1,3909.16
USR_01498,4026.7,1,4026.7,1,4026.7
USR_01499,2300.57,1,2300.57,1,2300.57
USR_01500,2918.76,1,2918.76,1,2918.76
USR_01501,2137.4,1,2137.4,1,2137.4
USR_01502,13468.44,2,6734.22,2,13468.44
USR_01503,8607.26,2,4303.63,2,8607.26
USR_01504,14988.17,3,4996.06,3,14988.18
USR_01505,689.79,1,689.79,1,689.79
USR_01506,2218.88,1,2218.88,1,2218.88
USR_01507,5906.7,1,5906.7,1,5906.7
USR_01508,7123.28,1,7123.28,1,7123.28
USR_01513,9522.01,1,9522.01,1,9522.01
USR_01514,920.29,1,920.29,1,920.29
USR_01517,2631.8,1,2631.8,1,2631.8
USR_01518,10294.82,2,5147.41,2,10294.82
USR_01519,2498.65,1,2498.65,1,2498.65
USR_01520,2733.67,1,2733.67,1,2733.67
USR_01522,6746.81,1,6746.81,1,6746.81
USR_01523,1790.31,2,895.16,2,1790.32
USR_01524,3926.5899999999997,2,1963.29,2,3926.58
USR_01525,9302.87,1,9302.87,1,9302.87
USR_01526,1662.83,1,1662.83,1,1662.83
USR_01527,2184.4,1,2184.4,1,2184.4
USR_01528,9569.56,1,9569.56,1,9569.56
USR_01530,9815.67,1,9815.67,1,9815.67
USR_01531,5712.55,1,5712.55,1,5712.55
USR_01532,17351.39,2,8675.7,2,17351.4
USR_01533,783.83,1,783.83,1,783.83
USR_01535,1548.65,1,1548.65,1,1548.65
USR_01536,8877.3,1,8877.3,1,8877.3
USR_01537,2321.57,1,2321.57,1,2321.57
USR_01538,8803.9,1,8803.9,1,8803.9
USR_01539,2092.85,1,2092.85,1,2092.85
USR_01540,6191.5,2,3095.75,2,6191.5
USR_01541,1738.34,1,1738.34,1,1738.34
USR_01542,976.38,1,976.38,1,976.38
USR_01543,8005.25,2,4002.62,2,8005.24
USR_01544,3157.53,2,1578.76,2,3157.52
USR_01545,784.62,1,784.62,1,784.62
USR_01546,1194.85,2,597.42,2,1194.84
USR_01547,1678.93,1,1678.93,1,1678.93
USR_01548,3501.11,3,1167.04,3,3501.12
USR_01550,9922.980000000001,3,3307.66,3,9922.98
USR_01551,1904.52,1,1904.52,1,1904.52
USR_01552,690.13,1,690.13,1,690.13
USR_01554,4994.9,1,4994.9,1,4994.9
USR_01557,11717.61,3,3905.87,3,11717.61
USR_01559,10921.949999999999,3,3640.65,3,10921.95
USR_01560,1707.3,1,1707.3,1,1707.3
USR_01562,13419.36,2,6709.68,2,13419.36
USR_01564,14258.23,3,4752.74,3,14258.22
USR_01566,7502.99,1,7502.99,1,7502.99
USR_01567,5541.47,3,1847.16,3,5541.48
USR_01568,3750.59,3,1250.2,3,3750.6
USR_01569,674.42,1,674.42,1,674.42
USR_01570,4815.04,2,2407.52,2,4815.04
USR_01571,4187.05,3,1395.68,3,4187.04
USR_01572,2428.4,1,2428.4,1,2428.4
USR_01573,1913.09,1,1913.09,1,1913.09
USR_01574,9503.77,3,3167.92,3,9503.76
USR_01575,13381.06,2,6690.53,2,13381.06
USR_01576,1524.79,1,1524.79,1,1524.79
USR_01579,9329.86,1,9329.86,1,9329.86
USR_01580,558.23,1,558.23,1,558.23
USR_01581,600.32,1,600.32,1,600.32
USR_01582,543.73,1,543.73,1,543.73
USR_01584,941.31,1,941.31,1,941.31
USR_01585,789.92,1,789.92,1,789.92
USR_01586,1112.34,2,556.17,2,1112.34
USR_01587,945.73,1,945.73,1,945.73
USR_01589,10666.69,2,5333.34,2,10666.68
USR_01590,8920.89,1,8920.89,1,8920.89
USR_01591,3390.95,2,1695.48,2,3390.96
USR_01592,6991.05,1,6991.05,1,6991.05
USR_01593,3233.0,2,1616.5,2,3233.0
USR_01594,607.79,1,607.79,1,607.79
USR_01595,2869.94,2,1434.97,2,2869.94
USR_01596,1569.28,1,1569.28,1,1569.28
USR_01597,2903.02,2,1451.51,2,2903.02
USR_01598,659.03,1,659.03,1,659.03
USR_01599,13389.13,2,6694.56,2,13389.12
USR_01600,2600.53,1,2600.53,1,2600.53
USR_01601,963.33,1,963.33,1,963.33
USR_01602,5716.63,2,2858.32,2,5716.64
USR_01604,1477.16,1,1477.16,1,1477.16
USR_01606,3692.57,1,3692.57,1,3692.57
USR_01608,9372.07,2,4686.04,2,9372.08
USR_01609,11527.740000000002,2,5763.87,2,11527.74
USR_01610,1769.04,2,884.52,2,1769.04
USR_01611,12982.47,3,4327.49,3,12982.47
USR_01612,6854.1,2,3427.05,2,6854.1
USR_01613,4468.34,1,4468.34,1,4468.34
USR_01614,4897.12,2,2448.56,2,4897.12
USR_01615,2935.85,1,2935.85,1,2935.85
USR_01616,2606.24,1,2606.24,1,2606.24
USR_01617,2841.21,1,2841.21,1,2841.21
USR_01618,2156.12,1,2156.12,1,2156.12
USR_01620,1565.89,1,1565.89,1,1565.89
USR_01621,1778.26,1,1778.26,1,1778.26
USR_01622,7710.07,1,7710.07,1,7710.07
USR_01623,11037.18,2,5518.59,2,11037.18
USR_01624,612.02,1,612.02,1,612.02
USR_01625,1788.12,1,1788.12,1,1788.12
USR_01627,17518.07,2,8759.04,2,17518.08
USR_01628,2186.0,1,2186.0,1,2186.0
USR_01629,1155.59,1,1155.59,1,1155.59
USR_01630,791.98,1,791.98,1,791.98
USR_01631,2383.92,2,1191.96,2,2383.92
USR_01633,1748.32,1,1748.32,1,1748.32
USR_01634,657.9,1,657.9,1,657.9
USR_01635,7329.69,1,7329.69,1,7329.69
USR_01637,2614.4,1,2614.4,1,2614.4
USR_01638,11763.34,2,5881.67,2,11763.34
USR_01639,5000.61,2,2500.3,2,5000.6
USR_01640,2846.5299999999997,2,1423.26,2,2846.52
USR_01641,924.54,1,924.54,1,924.54
USR_01642,2875.8900000000003,2,1437.95,2,2875.9
USR_01643,3632.54,2,1816.27,2,3632.54
USR_01644,6786.99,2,3393.5,2,6787.0
USR_01645,785.22,1,785.22,1,785.22
USR_01646,2678.75,1,2678.75,1,2678.75
USR_01647,1707.45,1,1707.45,1,1707.45
USR_01648,7382.04,1,7382.04,1,7382.04
USR_01649,2434.51,1,2434.51,1,2434.51
USR_01650,391.93,1,391.93,1,391.93
USR_01651,6327.950000000001,2,3163.98,2,6327.96
USR_01652,2037.4,1,2037.4,1,2037.4
USR_01653,6676.77,2,3338.38,2,6676.76
USR_01654,13163.199999999999,4,3290.8,4,13163.2
USR_01655,3719.38,1,3719.38,1,3719.38
USR_01656,3847.59,1,3847.59,1,3847.59
USR_01657,968.19,1,968.19,1,968.19
USR_01658,11982.69,4,2995.67,4,11982.68
USR_01659,2601.34,1,2601.34,1,2601.34
USR_01664,438.78,1,438.78,1,438.78
USR_01666,862.99,1,862.99,1,862.99
USR_01667,3765.43,1,3765.43,1,3765.43
USR_01670,1191.3,1,1191.3,1,1191.3
USR_01672,3940.14,1,3940.14,1,3940.14
USR_01673,726.13,1,726.13,1,726.13
USR_01674,18967.29,2,9483.64,2,18967.28
USR_01676,2826.9300000000003,2,1413.46,2,2826.92
USR_01677,6345.62,1,6345.62,1,6345.62
USR_01678,539.61,1,539.61,1,539.61
USR_01680,12944.91,3,4314.97,3,12944.91
USR_01682,4989.96,1,4989.96,1,4989.96
USR_01683,1845.23,1,1845.23,1,1845.23
USR_01686,690.92,1,690.92,1,690.92
USR_01688,11153.1,2,5576.55,2,11153.1
USR_01689,947.4,1,947.4,1,947.4
USR_01690,977.29,1,977.29,1,977.29
USR_01691,5590.04,1,5590.04,1,5590.04
USR_01692,3793.58,2,1896.79,2,3793.58
USR_01695,10214.09,2,5107.04,2,10214.08
USR_01696,827.32,1,827.32,1,827.32
USR_01699,4987.0,2,2493.5,2,4987.0
USR_01700,7465.91,1,7465.91,1,7465.91
USR_01701,9931.23,1,9931.23,1,9931.23
USR_01702,2956.4,1,2956.4,1,2956.4
USR_01703,4307.12,2,2153.56,2,4307.12
USR_01705,10823.699999999999,2,5411.85,2,10823.7
USR_01706,618.27,1,618.27,1,618.27
USR_01707,2411.12,1,2411.12,1,2411.12
USR_01708,2012.82,1,2012.82,1,2012.82
USR_01709,4963.28,1,4963.28,1,4963.28
USR_01710,9327.26,1,9327.26,1,9327.26
USR_01712,6579.49,2,3289.74,2,6579.48
USR_01714,3827.36,1,3827.36,1,3827.36
USR_01715,5562.15,2,2781.08,2,5562.16
USR_01716,1022.6000000000001,2,511.3,2,1022.6
USR_01718,2457.64,1,2457.64,1,2457.64
USR_01719,8687.17,2,4343.58,2,8687.16
USR_01720,565.52,1,565.52,1,565.52
USR_01723,9430.58,1,9430.58,1,9430.58
USR_01725,3643.99,3,1214.66,3,3643.98
USR_01726,1767.86,1,1767.86,1,1767.86
USR_01727,9324.81,2,4662.4,2,9324.8
USR_01728,4831.79,1,4831.79,1,4831.79
USR_01729,3951.35,2,1975.68,2,3951.36
USR_01730,8063.29,2,4031.64,2,8063.28
USR_01731,6215.950000000001,3,2071.98,3,6215.94
USR_01732,1569.1,1,1569.1,1,1569.1
USR_01733,10212.0,3,3404.0,3,10212.0
USR_01734,956.42,1,956.42,1,956.42
USR_01736,2869.42,1,2869.42,1,2869.42
USR_01739,9015.77,3,3005.26,3,9015.78
USR_01740,4449.28,1,4449.28,1,4449.28
USR_01743,1696.68,1,1696.68,1,1696.68
USR_01744,6138.89,1,6138.89,1,6138.89
USR_01749,708.35,1,708.35,1,708.35
USR_01751,3766.77,2,1883.38,2,3766.76
USR_01752,10013.230000000001,2,5006.62,2,10013.24
USR_01754,392.44,1,392.44,1,392.44
USR_01755,584.59,1,584.59,1,584.59
USR_01756,1781.5,2,890.75,2,1781.5
USR_01757,6682.18,1,6682.18,1,6682.18
USR_01760,7764.01,2,3882.0,2,7764.0
USR_01761,4760.75,2,2380.38,2,4760.76
USR_01763,5827.73,1,5827.73,1,5827.73
USR_01764,690.97,1,690.97,1,690.97
USR_01767,2479.65,1,2479.65,1,2479.65
USR_01770,2389.02,1,2389.02,1,2389.02
USR_01771,675.37,1,675.37,1,675.37
USR_01773,7782.39,2,3891.2,2,7782.4
USR_01774,3318.7599999999998,2,1659.38,2,3318.76
USR_01775,8036.36,1,8036.36,1,8036.36
USR_01776,361.37,1,361.37,1,361.37
USR_01777,6700.32,1,6700.32,1,6700.32
USR_01778,6316.04,1,6316.04,1,6316.04
USR_01779,5318.46,1,5318.46,1,5318.46
USR_01780,2817.04,1,2817.04,1,2817.04
USR_01781,4427.2,1,4427.2,1,4427.2
USR_01782,7059.07,1,7059.07,1,7059.07
USR_01783,3209.55,2,1604.78,2,3209.56
USR_01787,4342.74,2,2171.37,2,4342.74
USR_01788,2952.36,1,2952.36,1,2952.36
USR_01789,2539.99,1,2539.99,1,2539.99
USR_01790,2955.64,1,2955.64,1,2955.64
USR_01791,15357.64,3,5119.21,3,15357.63
USR_01792,2901.52,1,2901.52,1,2901.52
USR_01793,6554.990000000001,2,3277.5,2,6555.0
USR_01794,8627.16,2,4313.58,2,8627.16
USR_01795,7912.24,1,7912.24,1,7912.24
USR_01797,2934.05,1,2934.05,1,2934.05
USR_01798,10671.42,2,5335.71,2,10671.42
USR_01800,6561.4,2,3280.7,2,6561.4
USR_01801,5643.37,1,5643.37,1,5643.37
USR_01802,1517.36,1,1517.36,1,1517.36
USR_01803,1300.1599999999999,2,650.08,2,1300.16
USR_01804,990.55,1,990.55,1,990.55
USR_01805,4553.6,2,2276.8,2,4553.6
USR_01806,20273.96,3,6757.99,3,20273.97
USR_01808,6236.59,1,6236.59,1,6236.59
USR_01809,5426.67,2,2713.34,2,5426.68
USR_01811,3977.95,1,3977.95,1,3977.95
USR_01812,3953.04,1,3953.04,1,3953.04
USR_01814,577.33,1,577.33,1,577.33
USR_01817,1356.19,2,678.1,2,1356.2
USR_01818,7868.2,1,7868.2,1,7868.2
USR_01820,8752.26,1,8752.26,1,8752.26
USR_01821,995.74,1,995.74,1,995.74
USR_01822,809.21,1,809.21,1,809.21
USR_01823,3278.83,2,1639.42,2,3278.84
USR_01824,10519.06,2,5259.53,2,10519.06
USR_01826,4650.4,1,4650.4,1,4650.4
USR_01827,11121.77,2,5560.88,2,11121.76
USR_01828,538.92,1,538.92,1,538.92
USR_01829,9630.11,1,9630.11,1,9630.11
USR_01830,5459.08,1,5459.08,1,5459.08
USR_01832,2897.18,2,1448.59,2,2897.18
USR_01833,6761.150000000001,2,3380.58,2,6761.16
USR_01834,9069.74,1,9069.74,1,9069.74
USR_01835,2448.49,1,2448.49,1,2448.49
USR_01838,1277.57,1,1277.57,1,1277.57
USR_01839,8267.23,3,2755.74,3,8267.22
USR_01840,3955.74,1,3955.74,1,3955.74
USR_01841,9940.38,1,9940.38,1,9940.38
USR_01842,1709.01,1,1709.01,1,1709.01
USR_01843,2024.75,3,674.92,3,2024.76
USR_01844,894.77,1,894.77,1,894.77
USR_01845,2762.7,1,2762.7,1,2762.7
USR_01846,9356.94,1,9356.94,1,9356.94
USR_01847,1532.86,1,1532.86,1,1532.86
USR_01848,832.82,1,832.82,1,832.82
USR_01849,658.47,1,658.47,1,658.47
USR_01850,771.37,1,771.37,1,771.37
USR_01851,6795.43,1,6795.43,1,6795.43
USR_01852,4715.83,2,2357.92,2,4715.84
USR_01854,755.01,1,755.01,1,755.01
USR_01855,9247.45,3,3082.48,3,9247.44
USR_01856,662.81,1,662.81,1,662.81
USR_01857,3533.3100000000004,2,1766.66,2,3533.32
USR_01858,2895.38,1,2895.38,1,2895.38
USR_01859,1359.08,2,679.54,2,1359.08
USR_01860,2479.85,1,2479.85,1,2479.85
USR_01861,4333.66,1,4333.66,1,4333.66
USR_01862,2249.17,1,2249.17,1,2249.17
USR_01863,4008.42,2,2004.21,2,4008.42
USR_01864,13979.900000000001,2,6989.95,2,13979.9
USR_01865,641.43,1,641.43,1,641.43
USR_01867,6181.95,2,3090.98,2,6181.96
USR_01868,1697.07,1,1697.07,1,1697.07
USR_01869,2298.61,2,1149.3,2,2298.6
USR_01870,2866.42,1,2866.42,1,2866.42
USR_01871,2179.33,1,2179.33,1,2179.33
USR_01872,4638.51,2,2319.26,2,4638.52
USR_01874,10481.21,2,5240.6,2,10481.2
USR_01875,1159.47,1,1159.47,1,1159.47
USR_01876,18190.550000000003,2,9095.28,2,18190.56
USR_01878,3640.52,1,3640.52,1,3640.52
USR_01879,8423.07,1,8423.07,1,8423.07
USR_01880,1720.02,1,1720.02,1,1720.02
USR_01881,10128.98,2,5064.49,2,10128.98
USR_01883,2664.8999999999996,2,1332.45,2,2664.9
USR_01884,4213.84,2,2106.92,2,4213.84
USR_01886,9585.13,1,9585.13,1,9585.13
USR_01887,8644.88,2,4322.44,2,8644.88
USR_01889,5028.67,2,2514.34,2,5028.68
USR_01890,3026.2,2,1513.1,2,3026.2
USR_01891,4827.12,2,2413.56,2,4827.12
USR_01892,3597.12,1,3597.12,1,3597.12
USR_01893,2494.99,1,2494.99,1,2494.99
USR_01894,5946.96,1,5946.96,1,5946.96
USR_01895,6233.57,1,6233.57,1,6233.57
USR_01896,2712.11,2,1356.06,2,2712.12
USR_01898,9715.94,1,9715.94,1,9715.94
USR_01899,2828.0,1,2828.0,1,2828.0
USR_01900,7664.56,3,2554.85,3,7664.55
USR_01903,1791.16,1,1791.16,1,1791.16
USR_01904,5923.22,3,1974.41,3,5923.23
USR_01906,566.28,1,566.28,1,566.28
USR_01907,13839.4,4,3459.85,4,13839.4
USR_01908,2724.93,1,2724.93,1,2724.93
USR_01910,1530.19,1,1530.19,1,1530.19
USR_01911,5429.08,1,5429.08,1,5429.08
USR_01913,4270.57,1,4270.57,1,4270.57
USR_01915,2906.65,2,1453.32,2,2906.64
USR_01916,1573.05,1,1573.05,1,1573.05
USR_01917,620.22,1,620.22,1,620.22
USR_01918,2510.57,1,2510.57,1,2510.57
USR_01919,4278.98,1,4278.98,1,4278.98
USR_01921,777.85,1,777.85,1,777.85
USR_01922,753.54,1,753.54,1,753.54
USR_01923,1106.92,1,1106.92,1,1106.92
USR_01924,3323.83,1,3323.83,1,3323.83
USR_01925,2556.28,1,2556.28,1,2556.28
USR_01927,944.97,1,944.97,1,944.97
USR_01928,14019.7,4,3504.92,4,14019.68
USR_01929,1526.03,1,1526.03,1,1526.03
USR_01931,1742.08,1,1742.08,1,1742.08
USR_01932,8401.23,4,2100.31,4,8401.24
USR_01933,7494.1900000000005,2,3747.1,2,7494.2
USR_01934,9401.48,2,4700.74,2,9401.48
USR_01935,3259.91,1,3259.91,1,3259.91
USR_01938,2297.02,1,2297.02,1,2297.02
USR_01940,13489.57,3,4496.52,3,13489.56
USR_01941,12018.96,2,6009.48,2,12018.96
USR_01943,9771.8,1,9771.8,1,9771.8
USR_01944,5467.83,1,5467.83,1,5467.83
USR_01945,936.85,1,936.85,1,936.85
USR_01946,1474.85,1,1474.85,1,1474.85
USR_01947,2219.3900000000003,2,1109.7,2,2219.4
USR_01948,10720.92,2,5360.46,2,10720.92
USR_01949,7509.41,1,7509.41,1,7509.41
USR_01950,10037.55,2,5018.77,2,10037.54
USR_01951,858.17,1,858.17,1,858.17
USR_01953,973.36,1,973.36,1,973.36
USR_01954,7566.24,4,1891.56,4,7566.24
USR_01956,6369.82,1,6369.82,1,6369.82
USR_01957,2907.27,1,2907.27,1,2907.27
USR_01958,2426.17,1,2426.17,1,2426.17
USR_01959,9044.09,2,4522.04,2,9044.08
USR_01963,510.57,1,510.57,1,510.57
USR_01964,727.38,1,727.38,1,727.38
USR_01965,11366.42,3,3788.81,3,11366.43
USR_01966,19494.96,5,3898.99,5,19494.95
USR_01967,8396.89,2,4198.44,2,8396.88
USR_01968,919.86,1,919.86,1,919.86
USR_01971,2234.17,2,1117.08,2,2234.16
USR_01973,4671.34,2,2335.67,2,4671.34
USR_01974,1641.07,1,1641.07,1,1641.07
USR_01975,543.34,1,543.34,1,543.34
USR_01976,555.91,1,555.91,1,555.91
USR_01978,2213.33,1,2213.33,1,2213.33
USR_01979,2011.62,1,2011.62,1,2011.62
USR_01980,20862.94,3,6954.31,3,20862.93
USR_01981,10536.48,3,3512.16,3,10536.48
USR_01984,1991.93,1,1991.93,1,1991.93
USR_01985,2558.92,1,2558.92,1,2558.92
USR_01986,1776.24,1,1776.24,1,1776.24
USR_01987,6918.95,2,3459.48,2,6918.96
USR_01989,653.46,1,653.46,1,653.46
USR_01991,2077.32,1,2077.32,1,2077.32
USR_01992,8081.51,1,8081.51,1,8081.51
USR_01993,3641.29,1,3641.29,1,3641.29
USR_01994,2304.89,1,2304.89,1,2304.89
USR_01995,2674.16,1,2674.16,1,2674.16
USR_01996,2294.81,1,2294.81,1,2294.81
USR_01997,1885.03,1,1885.03,1,1885.03
USR_01998,12177.220000000001,3,4059.07,3,12177.21
USR_01999,4263.58,1,4263.58,1,4263.58
USR_02000,1983.07,1,1983.07,1,1983.07
